stop_id,stop_name,stop_lat,stop_lon,zone_id,stop_timezone
10000,NE 55th St & 43rd Ave NE,47.668575,-122.283653,21,America/Los_Angeles
10005,40th Ave NE & NE 51st St,47.665886,-122.284897,21,America/Los_Angeles
10010,NE 55th St & 39th Ave NE,47.668579,-122.285667,21,America/Los_Angeles
10020,NE 55th St & 37th Ave NE,47.668579,-122.288300,21,America/Los_Angeles
10030,NE 55th St & 35th Ave NE,47.668579,-122.290512,21,America/Los_Angeles
10040,NE 55th St & 33rd Ave NE,47.668583,-122.293015,21,America/Los_Angeles
10050,NE 55th St & 30th Ave NE,47.668591,-122.295448,21,America/Los_Angeles
10060,NE 55th St & 27th Ave NE,47.668594,-122.298859,21,America/Los_Angeles
10070,NE 55th St & 25th Ave NE,47.668594,-122.300995,21,America/Los_Angeles
10083,Ravenna Ave NE & Ravenna Pl NE,47.668480,-122.303780,21,America/Los_Angeles
10100,NE Ravenna Blvd & Park Rd NE,47.669552,-122.305405,21,America/Los_Angeles
10110,20th Ave NE & NE 55th St,47.668274,-122.306580,21,America/Los_Angeles
10120,20th Ave NE & NE 52nd St,47.666283,-122.306602,21,America/Los_Angeles
10130,NE 50th St & 19th Ave NE,47.664928,-122.307114,21,America/Los_Angeles
10145,NE 50th St & 16th Ave NE,47.664959,-122.311172,21,America/Los_Angeles
10170,Fairview Ave E & E Nelson Pl,47.630604,-122.328629,1,America/Los_Angeles
10180,Fairview Ave N & Yale Ave N,47.628349,-122.331520,21,America/Los_Angeles
10190,Fairview Ave N & Aloha St,47.627209,-122.332947,1,America/Los_Angeles
1020,Howell St & Yale Ave,47.617626,-122.329407,21,America/Los_Angeles
10210,Fairview Ave N & Republican St,47.622677,-122.334435,1,America/Los_Angeles
10225,Fairview Ave N & Thomas St,47.620586,-122.334419,1,America/Los_Angeles
10240,Boren Ave & Virginia St,47.617500,-122.333817,21,America/Los_Angeles
10280,Fairview Ave & Denny Way,47.618420,-122.334198,21,America/Los_Angeles
1030,Olive Way & 4th Ave,47.612099,-122.338570,21,America/Los_Angeles
10305,Fairview Ave N & Harrison St,47.622276,-122.334244,1,America/Los_Angeles
10325,Fairview Ave N & Valley St,47.626545,-122.333542,21,America/Los_Angeles
10328,Valley St & Fairview Ave N,47.626034,-122.334106,1,America/Los_Angeles
10340,Fairview Ave N & Yale Ave N,47.628876,-122.330597,21,America/Los_Angeles
10350,Fairview Ave E & Yale Ave N,47.630470,-122.328545,21,America/Los_Angeles
10370,NE 50th St & University Way NE,47.664829,-122.312660,21,America/Los_Angeles
10380,NE 50th St & 16th Ave NE,47.664814,-122.310432,21,America/Los_Angeles
1040,Olive Way & 6th Ave,47.613026,-122.336334,21,America/Los_Angeles
10400,20th Ave NE & NE 50th St,47.665028,-122.306404,21,America/Los_Angeles
10410,20th Ave NE & NE 52nd St,47.666641,-122.306404,21,America/Los_Angeles
10420,20th Ave NE & NE 54th St,47.668171,-122.306389,21,America/Los_Angeles
10430,NE Ravenna Blvd & 21st Ave NE,47.669266,-122.305489,21,America/Los_Angeles
10445,Ravenna Ave NE & NE 54th St,47.668003,-122.303864,21,America/Los_Angeles
10460,NE 55th St & 25th Ave NE,47.668449,-122.300217,21,America/Los_Angeles
10470,NE 55th St & 27th Ave NE,47.668449,-122.298218,21,America/Los_Angeles
10480,NE 55th St & 30th Ave NE,47.668449,-122.295074,21,America/Los_Angeles
10490,NE 55th St & 33rd Ave NE,47.668449,-122.292320,21,America/Los_Angeles
1050,Olive Way & 8th Ave,47.613937,-122.334160,21,America/Los_Angeles
10500,NE 55th St & 35th Ave NE,47.668446,-122.290390,21,America/Los_Angeles
10510,NE 55th St & 36th Ave NE,47.668446,-122.288803,21,America/Los_Angeles
10513,40th Ave NE & NE 46th St,47.661831,-122.284668,1,America/Los_Angeles
10515,40th Ave NE & NE 50th St,47.665093,-122.284698,21,America/Los_Angeles
10525,NE 55th St & 40th Ave NE,47.668442,-122.285049,21,America/Los_Angeles
10550,NE 55th St & 45th Ave NE,47.668938,-122.279518,21,America/Los_Angeles
10560,NE 55th St & Princeton Ave NE,47.669182,-122.275909,21,America/Los_Angeles
10561,Sand Point Way NE & 38th Ave NE,47.661575,-122.286484,21,America/Los_Angeles
10562,Sand Point Way NE & 40th Ave NE,47.663448,-122.284119,21,America/Los_Angeles
10564,Sand Point Way NE & NE 50th St,47.664654,-122.282867,21,America/Los_Angeles
10566,Sand Point Way NE & NE 52nd St,47.667080,-122.280350,1,America/Los_Angeles
10568,Sand Point Way NE & Princeton Ave NE,47.668194,-122.275978,21,America/Los_Angeles
10570,Sand Point Way NE & NE 55th St,47.668327,-122.273605,21,America/Los_Angeles
10580,Sand Point Way NE & NE Windermere Rd,47.670261,-122.270485,1,America/Los_Angeles
10600,Sand Point Way NE & NE 61st St,47.672989,-122.266663,21,America/Los_Angeles
10615,NE 65th St & Radford Dr NE,47.675857,-122.262726,1,America/Los_Angeles
10620,Sand Point Way NE & NE 65th St,47.675968,-122.263428,21,America/Los_Angeles
10630,Sand Point Way NE & NE 70th St,47.679432,-122.263519,21,America/Los_Angeles
10640,Sand Point Way NE & NE 74th St,47.681759,-122.263565,21,America/Los_Angeles
10650,Sand Point Way NE & NE 77th St,47.685005,-122.264465,21,America/Los_Angeles
10653,NOAA - BLDG 1,47.686543,-122.257362,21,America/Los_Angeles
10654,NE NOAA Dr,47.686150,-122.260803,1,America/Los_Angeles
10657,NE NOAA Dr & Guard Shack,47.686077,-122.259285,21,America/Los_Angeles
10658,NOAA - BLDG 3,47.685989,-122.255554,21,America/Los_Angeles
10680,Sand Point Way NE & Inverness Dr NE,47.692757,-122.270775,21,America/Los_Angeles
1070,Olive Way & Terry Ave,47.614914,-122.331848,21,America/Los_Angeles
10700,Sand Point Way NE & Matthews Pl NE,47.694523,-122.275177,21,America/Los_Angeles
10710,Sand Point Way NE & NE 93rd St,47.696144,-122.276566,21,America/Los_Angeles
10720,Sand Point Way NE & NE 95th St,47.697353,-122.277527,21,America/Los_Angeles
10730,Sand Point Way NE & NE 97th St,47.699093,-122.277634,21,America/Los_Angeles
10750,Sand Point Way NE & NE 103rd St,47.703087,-122.277565,21,America/Los_Angeles
10760,Sand Point Way NE & NE 106th St,47.705364,-122.278374,1,America/Los_Angeles
10780,Sand Point Way NE & NE 110th St,47.709229,-122.280212,21,America/Los_Angeles
10800,Sand Point Way NE & NE 115th St,47.712620,-122.281830,21,America/Los_Angeles
1082,Convention Place Station - Bay I,47.614113,-122.331726,21,America/Los_Angeles
10820,Sand Point Way NE & NE 120th St,47.716011,-122.283005,21,America/Los_Angeles
1083,Convention Place Station - Bay C,47.614220,-122.331795,21,America/Los_Angeles
10830,Sand Point Way NE & NE 123rd St,47.717598,-122.283928,21,America/Los_Angeles
1084,Convention Place Station - Bay D,47.614277,-122.331863,21,America/Los_Angeles
10840,Sand Point Way NE & NE 125th St,47.719292,-122.286949,1,America/Los_Angeles
1085,Pine St & 9th Ave,47.613377,-122.332603,21,America/Los_Angeles
1086,Convention Place Station - Bay E,47.614574,-122.331688,1,America/Los_Angeles
10860,NE 125th St & 35th Ave NE,47.719322,-122.291283,21,America/Los_Angeles
10870,NE 125th St & 33rd Ave NE,47.719338,-122.293205,21,America/Los_Angeles
10910,12th Ave NE & NE 47th St,47.662281,-122.315460,1,America/Los_Angeles
10911,NE 45th St & University Way NE,47.661205,-122.313477,21,America/Los_Angeles
10912,15th Ave NE & NE 43rd St,47.659370,-122.312096,21,America/Los_Angeles
10914,15th Ave NE & NE Campus Pkwy,47.656422,-122.312164,21,America/Los_Angeles
10915,Harvard Ave E & Eastlake Ave E,47.650093,-122.321999,1,America/Los_Angeles
10916,Harvard Ave E & Eastlake Ave E,47.649704,-122.322205,1,America/Los_Angeles
10917,15th Ave NE & NE 40th St,47.655048,-122.312195,21,America/Los_Angeles
10920,Harvard Ave E & E Shelby St,47.646759,-122.322205,21,America/Los_Angeles
10940,10th Ave E & E Roanoke St,47.642937,-122.320160,21,America/Los_Angeles
10950,10th Ave E & E Miller St,47.641163,-122.320160,21,America/Los_Angeles
10970,10th Ave E & E Newton St,47.637028,-122.320183,21,America/Los_Angeles
10990,10th Ave E & E Galer St,47.632126,-122.320305,21,America/Los_Angeles
110,1st Ave S & Yesler Way,47.601391,-122.334282,21,America/Los_Angeles
11010,10th Ave E & E Prospect St,47.628738,-122.320320,21,America/Los_Angeles
11011,Broadway  E & E Roy St,47.625248,-122.321114,21,America/Los_Angeles
11012,E Aloha St & Broadway  E,47.626766,-122.320961,21,America/Los_Angeles
11025,Boren Ave & Jefferson St,47.606068,-122.322029,21,America/Los_Angeles
11030,E Roy St & Broadway  E,47.625194,-122.320816,21,America/Los_Angeles
11033,Boren Ave & Columbia St,47.608227,-122.324013,21,America/Los_Angeles
11035,Boren Ave & Madison St,47.609581,-122.325256,21,America/Los_Angeles
11040,Broadway  E & E Republican St,47.622894,-122.321030,21,America/Los_Angeles
11045,Boren Ave & Seneca St,47.611023,-122.326561,21,America/Los_Angeles
11050,Broadway  E & E Thomas St,47.620815,-122.320992,21,America/Los_Angeles
11060,Broadway & E Denny Way,47.618538,-122.320946,1,America/Los_Angeles
11062,Broadway & E Denny Way,47.618164,-122.320946,1,America/Los_Angeles
11065,Boren Ave & Pike St,47.613541,-122.329102,21,America/Los_Angeles
11070,Broadway & E Pine St,47.616192,-122.320923,21,America/Los_Angeles
11075,Boren Ave & Seneca St,47.610516,-122.326332,21,America/Los_Angeles
1108,Westlake Station - Bay C,47.611393,-122.337509,21,America/Los_Angeles
11080,E Pine St & Broadway,47.615303,-122.321495,21,America/Los_Angeles
11085,Boren Ave & Madison St,47.609085,-122.325035,21,America/Los_Angeles
11087,Boren Ave & Columbia St,47.607594,-122.323669,21,America/Los_Angeles
1109,Westlake Station - Bay D,47.611725,-122.336716,21,America/Los_Angeles
11090,E Pine St & Belmont Ave,47.615295,-122.324776,21,America/Los_Angeles
11095,Boren Ave & James St,47.606216,-122.322411,21,America/Los_Angeles
1110,Pine St & 5th Ave,47.611767,-122.336456,21,America/Los_Angeles
11100,E Pine St & Bellevue Ave,47.615299,-122.327271,21,America/Los_Angeles
11130,Pike St & Convention Pl,47.612301,-122.331497,21,America/Los_Angeles
11132,Pike St & Boren Ave,47.613579,-122.328445,21,America/Los_Angeles
11140,E Pine St & Summit Ave,47.615150,-122.325256,21,America/Los_Angeles
11150,E Pine St & Harvard Ave,47.615162,-122.321617,21,America/Los_Angeles
11175,Broadway & E Howell St,47.618156,-122.320747,1,America/Los_Angeles
11180,Broadway  E & E John St,47.620155,-122.320770,21,America/Los_Angeles
11190,Broadway  E & E Harrison St,47.622196,-122.320816,21,America/Los_Angeles
11191,10th Ave E & E Mercer St,47.623951,-122.319992,21,America/Los_Angeles
1120,Pine St & 4th Ave,47.611103,-122.338028,21,America/Los_Angeles
11200,Broadway  E & E Mercer St,47.624611,-122.320839,21,America/Los_Angeles
1121,Westlake Station - Bay A,47.611801,-122.335823,21,America/Los_Angeles
1122,Westlake Station - Bay B,47.611286,-122.337067,21,America/Los_Angeles
11230,10th Ave E & E Prospect St,47.628861,-122.320114,21,America/Los_Angeles
11250,10th Ave E & E Galer St,47.632214,-122.320099,21,America/Los_Angeles
11270,10th Ave E & E Howe St,47.636162,-122.319992,21,America/Los_Angeles
11290,10th Ave E & E Miller St,47.641571,-122.319969,21,America/Los_Angeles
1130,Pine St & 2nd Ave,47.610165,-122.340279,21,America/Los_Angeles
11300,E Roanoke St & Broadway  E,47.643261,-122.320747,21,America/Los_Angeles
11330,Harvard Ave E & E Shelby St,47.647110,-122.321999,21,America/Los_Angeles
11352,15th Ave NE & NE 42nd St,47.658668,-122.311905,21,America/Los_Angeles
11354,NE 45th St & Brooklyn Ave NE,47.661346,-122.313889,21,America/Los_Angeles
11370,15th Ave E & E Galer St,47.632389,-122.312607,21,America/Los_Angeles
11390,15th Ave E & E Prospect St,47.628479,-122.312668,21,America/Los_Angeles
11400,15th Ave E & E Aloha St,47.626682,-122.312668,21,America/Los_Angeles
11410,15th Ave E & E Roy St,47.625027,-122.312698,21,America/Los_Angeles
11420,15th Ave E & E Mercer St,47.623970,-122.312714,21,America/Los_Angeles
11430,15th Ave E & E Republican St,47.622894,-122.312737,21,America/Los_Angeles
11450,15th Ave E & E John St,47.619804,-122.312820,21,America/Los_Angeles
11460,15th Ave & E Denny Way,47.618301,-122.312851,21,America/Los_Angeles
11470,15th Ave & E Olive St,47.616230,-122.312866,21,America/Los_Angeles
11480,E Pine St & 15th Ave,47.615356,-122.313148,21,America/Los_Angeles
11490,E Pine St & 13th Ave,47.615337,-122.315910,21,America/Los_Angeles
11500,E Pine St & 11th Ave,47.615318,-122.318489,21,America/Los_Angeles
11510,E Pine St & 10th Ave,47.615181,-122.319092,21,America/Los_Angeles
11520,E Pine St & 12th Ave,47.615200,-122.316498,21,America/Los_Angeles
11535,E Pine St & 15th Ave,47.615212,-122.312286,21,America/Los_Angeles
11540,15th Ave & E Pine St,47.615604,-122.312668,21,America/Los_Angeles
11550,15th Ave & E Howell St,47.617832,-122.312660,21,America/Los_Angeles
11560,15th Ave E & E John Ct,47.619709,-122.312630,21,America/Los_Angeles
11570,15th Ave E & E Harrison St,47.622570,-122.312538,21,America/Los_Angeles
11590,15th Ave E & E Roy St,47.625423,-122.312492,21,America/Los_Angeles
11600,15th Ave E & E Aloha St,47.627098,-122.312469,21,America/Los_Angeles
11610,15th Ave E & E Prospect St,47.628902,-122.312454,21,America/Los_Angeles
11620,15th Ave E & E Highland Dr,47.630833,-122.312424,21,America/Los_Angeles
11630,Grandview Pl E & E Galer St,47.632523,-122.311821,21,America/Los_Angeles
11640,Grandview Pl E & E Garfield St,47.634079,-122.311798,21,America/Los_Angeles
11680,Mount Rainier Dr S & S Hanford St,47.575657,-122.284843,21,America/Los_Angeles
11690,Mount Rainier Dr S & S Ridgeway Pl,47.576645,-122.286415,21,America/Los_Angeles
11700,S Mcclellan St & Lake Park Dr S,47.578407,-122.288605,21,America/Los_Angeles
11720,S Mcclellan St & 31st Ave S,47.578411,-122.292671,21,America/Los_Angeles
11730,31st Ave S & S Lander St,47.579861,-122.292908,21,America/Los_Angeles
11750,31st Ave S & S College St,47.582707,-122.292908,21,America/Los_Angeles
11770,31st Ave S & S Plum St,47.585102,-122.292908,21,America/Los_Angeles
11790,31st Ave S & S Massachusetts St,47.588161,-122.292442,21,America/Los_Angeles
1180,Pike St & 4th Ave,47.610134,-122.336685,21,America/Los_Angeles
11800,31st Ave S & S Day St,47.590534,-122.292305,21,America/Los_Angeles
11820,31st Ave S & S Norman St,47.593506,-122.292656,21,America/Los_Angeles
11840,31st Ave S & S Dearborn St,47.595921,-122.292603,21,America/Los_Angeles
11860,31st Ave S & S King St,47.597908,-122.292519,21,America/Los_Angeles
11870,S Jackson St & 30th Ave S,47.599251,-122.293640,21,America/Los_Angeles
11880,S Jackson St & 28th Ave S,47.599285,-122.296112,21,America/Los_Angeles
11890,S Jackson St & Martin L King Jr Way S,47.599304,-122.297752,21,America/Los_Angeles
1190,Pike St & 6th Ave,47.611034,-122.334526,21,America/Los_Angeles
11910,S Jackson St & 23rd Ave S,47.599346,-122.302032,21,America/Los_Angeles
1192,Convention Place Station - Bay A,47.613941,-122.331520,21,America/Los_Angeles
11920,S Jackson St & 20th Pl S,47.599335,-122.304642,21,America/Los_Angeles
1193,Convention Place Station - Bay B,47.613930,-122.331551,1,America/Los_Angeles
11940,S Jackson St & 18th Ave S,47.599304,-122.309349,21,America/Los_Angeles
11960,S Jackson St & Rainier Ave S,47.599140,-122.313576,21,America/Los_Angeles
11980,S Jackson St & 18th Ave S,47.599167,-122.309738,1,America/Los_Angeles
11990,S Jackson St & 20th Ave S,47.599190,-122.305992,21,America/Los_Angeles
12010,S Jackson St & 23rd Ave S,47.599213,-122.301636,21,America/Los_Angeles
12030,S Jackson St & 28th Ave S,47.599148,-122.295952,21,America/Los_Angeles
12040,S Jackson St & 30th Ave S,47.599117,-122.293480,21,America/Los_Angeles
12050,31st Ave S & S King St,47.597744,-122.292740,21,America/Los_Angeles
12070,31st Ave S & S Dearborn St,47.595512,-122.292809,21,America/Los_Angeles
12080,31st Ave S & S Norman St,47.593075,-122.292877,21,America/Los_Angeles
1209,Convention Pl & Union St,47.611126,-122.331779,21,America/Los_Angeles
12090,31st Ave S & S Irving St,47.590973,-122.292496,21,America/Los_Angeles
12110,31st Ave S & S Massachusetts St,47.587872,-122.292648,21,America/Los_Angeles
12130,31st Ave S & S Plum St,47.584957,-122.293098,21,America/Los_Angeles
12140,31st Ave S & S Walker St,47.583424,-122.293098,21,America/Los_Angeles
1215,Union St & 6th Ave,47.610077,-122.333923,21,America/Los_Angeles
12160,31st Ave S & S Lander St,47.579422,-122.293106,21,America/Los_Angeles
12170,S Mcclellan St & 31st Ave S,47.578274,-122.292587,21,America/Los_Angeles
12190,S Mcclellan St & S Mount Baker Blvd,47.578274,-122.288696,21,America/Los_Angeles
12200,Mount Rainier Dr S & 37th Pl S,47.576546,-122.286552,21,America/Los_Angeles
12210,E Mcgilvra St & 42nd Ave E,47.640774,-122.278290,21,America/Los_Angeles
12220,42nd Ave E & E Lynn St,47.638863,-122.278534,21,America/Los_Angeles
12230,42nd Ave E & E Newton St,47.636726,-122.278564,21,America/Los_Angeles
12240,42nd Ave E & E Madison St,47.635605,-122.278572,21,America/Los_Angeles
12250,E Madison St & 41st Ave E,47.634640,-122.279846,21,America/Los_Angeles
12260,E Madison St & E Garfield St,47.633457,-122.281609,21,America/Los_Angeles
12270,E Madison St & 38th Ave E,47.631790,-122.284065,21,America/Los_Angeles
12280,E Madison St & 36th Ave E,47.629974,-122.286743,21,America/Los_Angeles
12290,E Madison St & 34th Ave E,47.628902,-122.288345,21,America/Los_Angeles
1230,Union St & 4th Ave,47.609131,-122.336182,21,America/Los_Angeles
12310,E Madison St & Lake Washington Blvd,47.625919,-122.292725,21,America/Los_Angeles
12322,E Madison St & 28th Ave E,47.623165,-122.296799,21,America/Los_Angeles
12340,E Madison St & 25th Ave E,47.620869,-122.300186,21,America/Los_Angeles
12350,E Madison St & 23rd Ave E,47.619286,-122.302536,21,America/Los_Angeles
12351,E Madison St & 22nd Ave E,47.618298,-122.303986,21,America/Los_Angeles
12352,E Madison St & 20th Ave,47.617351,-122.306129,21,America/Los_Angeles
12353,E Madison St & 19th Ave,47.616619,-122.307877,21,America/Los_Angeles
12354,E Madison St & 17th Ave,47.615521,-122.310516,21,America/Los_Angeles
12355,E Madison St & 15th Ave,47.614361,-122.313316,21,America/Los_Angeles
12371,E Madison St & 15th Ave,47.614551,-122.312454,1,America/Los_Angeles
12372,E Madison St & 17th Ave,47.615459,-122.310265,21,America/Los_Angeles
12373,E Madison St & 18th Ave,47.616173,-122.308563,1,America/Los_Angeles
12375,E Madison St & 20th Ave,47.617363,-122.305702,21,America/Los_Angeles
12376,E Madison St & 22nd Ave,47.618172,-122.303886,21,America/Los_Angeles
12377,E Madison St & 23rd Ave E,47.619259,-122.302277,21,America/Los_Angeles
12378,E Madison St & 25th Ave E,47.621094,-122.299561,21,America/Los_Angeles
12380,E Madison St & 27th Ave E,47.622490,-122.297508,21,America/Los_Angeles
12390,E Madison St & 29th Ave E,47.624065,-122.295189,21,America/Los_Angeles
12400,E Madison St & Lake Washington Blvd,47.626152,-122.292099,21,America/Los_Angeles
12410,E Madison St & 33rd Ave E,47.628185,-122.289093,21,America/Los_Angeles
12420,E Madison St & 36th Ave E,47.629948,-122.286499,21,America/Los_Angeles
12430,E Madison St & 38th Ave E,47.631538,-122.284149,21,America/Los_Angeles
12440,E Madison St & 39th Ave E,47.632427,-122.282837,21,America/Los_Angeles
12450,E Madison St & 41st Ave E,47.634403,-122.279915,21,America/Los_Angeles
12460,43rd Ave E & E Blaine St,47.634884,-122.277046,21,America/Los_Angeles
12470,43rd Ave E & E Madison St,47.636631,-122.277016,21,America/Los_Angeles
12480,43rd Ave E & E Lynn St,47.639088,-122.276993,21,America/Los_Angeles
12481,Martin L King Jr Way S & S Judkins St,47.591610,-122.297646,21,America/Los_Angeles
12484,Martin L King Jr Way S & S Hill St,47.584259,-122.298248,21,America/Los_Angeles
12485,S Walker St & 25th Ave S,47.583714,-122.299629,21,America/Los_Angeles
12486,Martin L King Jr Way S & S Bayview St,47.581001,-122.296921,21,America/Los_Angeles
12487,Martin L King Jr Way S & S Massachusetts St,47.587894,-122.298164,21,America/Los_Angeles
12496,S Plum St & 25th Ave S,47.585411,-122.300079,21,America/Los_Angeles
12497,Martin L King Jr Way S & S Massachusetts St,47.588676,-122.297836,21,America/Los_Angeles
1250,Seneca St & 4th Ave,47.607422,-122.334610,21,America/Los_Angeles
12532,23rd Ave S & S Lane St,47.596710,-122.302124,1,America/Los_Angeles
1260,Seneca St & 6th Ave,47.608742,-122.331482,21,America/Los_Angeles
12600,23rd Ave & E Jefferson St,47.605900,-122.302879,21,America/Los_Angeles
12630,23rd Ave S & E Yesler Way,47.601257,-122.302361,21,America/Los_Angeles
12640,23rd Ave S & S Jackson St,47.599060,-122.302330,21,America/Los_Angeles
12660,S Dearborn St & 24th Ave S,47.595501,-122.301636,21,America/Los_Angeles
12670,24th Ave S & S Norman St,47.592743,-122.301277,21,America/Los_Angeles
12690,34th Ave & E Union St,47.612507,-122.289421,21,America/Los_Angeles
1270,Spring St & 4th Ave,47.606876,-122.333206,21,America/Los_Angeles
12700,34th Ave & E Marion St,47.610516,-122.289474,21,America/Los_Angeles
12712,34th Ave & E Cherry St,47.608047,-122.289528,21,America/Los_Angeles
12720,E Cherry St & 32nd Ave,47.608032,-122.292000,21,America/Los_Angeles
12740,E Cherry St & Martin L King Jr Way,47.608070,-122.296158,21,America/Los_Angeles
12760,E Cherry St & 24th Ave,47.608070,-122.300484,21,America/Los_Angeles
12770,23rd Ave & E Cherry St,47.607712,-122.302879,21,America/Los_Angeles
12780,E Jefferson St & 23rd Ave,47.606239,-122.303230,21,America/Los_Angeles
12790,E Jefferson St & 21st Ave,47.606235,-122.305367,21,America/Los_Angeles
1280,Spring St & 6th Ave,47.607815,-122.330948,21,America/Los_Angeles
12805,E Jefferson St & 18th Ave,47.606243,-122.309669,1,America/Los_Angeles
12820,E Jefferson St & 15th Ave,47.606258,-122.313126,21,America/Los_Angeles
12840,E Jefferson St & 12th Ave,47.606274,-122.317108,21,America/Los_Angeles
12860,Jefferson St & Broadway,47.606129,-122.321152,21,America/Los_Angeles
12880,Jefferson St & 9th Ave,47.604935,-122.324081,21,America/Los_Angeles
12890,James St & 8th Ave,47.605194,-122.325813,21,America/Los_Angeles
12900,James St & 8th Ave,47.605164,-122.325500,21,America/Los_Angeles
12910,9th Ave & Jefferson St,47.604874,-122.324242,21,America/Los_Angeles
12930,E Jefferson St & Broadway,47.606148,-122.320351,21,America/Los_Angeles
12950,E Jefferson St & 12th Ave,47.606136,-122.316498,21,America/Los_Angeles
12960,E Jefferson St & 14th Ave,47.606121,-122.313774,21,America/Los_Angeles
12980,E Jefferson St & 17th Ave,47.606106,-122.309929,21,America/Los_Angeles
12991,E Jefferson St & 20th Ave,47.606098,-122.305962,21,America/Los_Angeles
1300,Madison St & 8th Ave,47.608028,-122.328079,21,America/Los_Angeles
13001,21st Ave & E James St,47.607128,-122.304924,21,America/Los_Angeles
13005,21st Ave & E James St,47.607399,-122.304924,1,America/Los_Angeles
13020,E Cherry St & 23rd Ave,47.607941,-122.302330,21,America/Los_Angeles
13030,E Cherry St & 25th Ave,47.607937,-122.299774,21,America/Los_Angeles
13040,E Cherry St & Martin L King Jr Way,47.607929,-122.296364,21,America/Los_Angeles
13060,E Cherry St & 31st Ave,47.607906,-122.292305,21,America/Los_Angeles
13070,E Cherry St & 33rd Ave,47.607883,-122.290253,21,America/Los_Angeles
13080,34th Ave & E Columbia St,47.609474,-122.289299,21,America/Los_Angeles
13090,E Spring St & 34th Ave,47.611694,-122.289574,21,America/Los_Angeles
13190,Interlaken Turnback Loop & 19th Ave E,47.632511,-122.307358,21,America/Los_Angeles
13200,19th Ave E & E Galer St,47.631950,-122.307327,21,America/Los_Angeles
13210,19th Ave E & E Highland Dr,47.630436,-122.307358,21,America/Los_Angeles
13220,19th Ave E & E Prospect St,47.628494,-122.307388,21,America/Los_Angeles
13230,19th Ave E & E Aloha St,47.626652,-122.307396,21,America/Los_Angeles
13240,19th Ave E & E Mercer St,47.624195,-122.307396,21,America/Los_Angeles
13250,19th Ave E & E Harrison St,47.621902,-122.307426,21,America/Los_Angeles
13260,19th Ave E & E John St,47.619457,-122.307465,21,America/Los_Angeles
13270,19th Ave & E Denny Way,47.618263,-122.307495,21,America/Los_Angeles
13277,E Madison St & 13th Ave,47.613125,-122.316277,21,America/Los_Angeles
13282,E Madison St & Broadway Ct,47.611626,-122.319855,1,America/Los_Angeles
13283,Madison St & Summit Ave,47.610424,-122.322723,21,America/Los_Angeles
13284,Madison St & Boren Ave,47.609257,-122.325539,21,America/Los_Angeles
13285,Madison St & 9th Ave,47.608334,-122.327736,21,America/Los_Angeles
13291,Madison St & Boren Ave,47.609425,-122.324745,21,America/Los_Angeles
13292,",Madison St & Summit Ave",47.610374,-122.322479,21,America/Los_Angeles
13293,E Madison St & Broadway,47.611267,-122.320335,21,America/Los_Angeles
13294,E Madison St & 14th Ave,47.613777,-122.314308,21,America/Los_Angeles
13300,19th Ave & E Madison St,47.617145,-122.307304,21,America/Los_Angeles
13310,19th Ave E & E Denny Way,47.618698,-122.307274,21,America/Los_Angeles
13320,19th Ave E & E John St,47.619873,-122.307259,21,America/Los_Angeles
13330,19th Ave E & E Thomas St,47.620682,-122.307251,21,America/Los_Angeles
13340,19th Ave E & E Harrison St,47.621860,-122.307236,1,America/Los_Angeles
13350,19th Ave E & E Republican St,47.623402,-122.307205,21,America/Los_Angeles
13360,19th Ave E & E Roy St,47.625469,-122.307220,21,America/Los_Angeles
13370,19th Ave E & E Aloha St,47.627045,-122.307190,21,America/Los_Angeles
13380,19th Ave E & E Prospect St,47.628861,-122.307167,21,America/Los_Angeles
13381,19th Ave E & E Highland Dr,47.630806,-122.307137,21,America/Los_Angeles
13390,Bellevue Ave E & Bellevue Pl E,47.626495,-122.326691,1,America/Los_Angeles
1340,Yesler Way & Prefontaine Pl S,47.601646,-122.329872,21,America/Los_Angeles
13410,Bellevue Ave E & E Republican St,47.623188,-122.326698,1,America/Los_Angeles
13420,Bellevue Ave E & E Thomas St,47.620651,-122.326691,1,America/Los_Angeles
13430,Bellevue Ave E & E Denny Way,47.618534,-122.326820,1,America/Los_Angeles
13441,Bellevue Ave & E Olive Way,47.616734,-122.326889,21,America/Los_Angeles
13460,Bellevue Ave & E Olive St,47.616509,-122.326691,21,America/Los_Angeles
13480,Summit Ave E & E Olive Way,47.619385,-122.325195,1,America/Los_Angeles
1350,Yesler Way & 6th Ave S,47.601639,-122.325058,1,America/Los_Angeles
13510,Summit Ave E & E Mercer St,47.624569,-122.325226,1,America/Los_Angeles
13540,NW 105th St & 14th Ave NW,47.705120,-122.373596,21,America/Los_Angeles
13541,NW 103rd St & 13th Ave NW,47.703430,-122.373131,21,America/Los_Angeles
13542,14th Ave NW & NW 100th St,47.701633,-122.374199,21,America/Los_Angeles
13550,15th Ave NW & NW 100th St,47.701244,-122.376877,21,America/Los_Angeles
13560,15th Ave NW & NW 96th St,47.698727,-122.376892,21,America/Los_Angeles
13570,15th Ave NW & NW 92nd St,47.695644,-122.376900,1,America/Los_Angeles
13585,15th Ave NW & NW 87th St,47.692932,-122.376755,21,America/Los_Angeles
1360,Yesler Way & 5th Ave,47.601788,-122.327400,21,America/Los_Angeles
13600,15th Ave NW & NW 85th St,47.690159,-122.376900,21,America/Los_Angeles
