route_id,trip_id,service_id,trip_headsign,direction_id,shape_id
101,14SEP-Saturday-101n-0,14SEP-Saturday,Mariner Park & Ride,1,101-nb-Saturday
101,14SEP-Saturday-101n-1,14SEP-Saturday,Mariner Park & Ride,1,101-nb-Saturday
101,14SEP-Saturday-101n-10,14SEP-Saturday,Mariner Park & Ride,1,101-nb-Saturday
101,14SEP-Saturday-101n-11,14SEP-Saturday,Mariner Park & Ride,1,101-nb-Saturday
101,14SEP-Saturday-101n-12,14SEP-Saturday,Mariner Park & Ride,1,101-nb-Saturday
101,14SEP-Saturday-101n-13,14SEP-Saturday,Mariner Park & Ride,1,101-nb-Saturday
101,14SEP-Saturday-101n-14,14SEP-Saturday,Mariner Park & Ride,1,101-nb-Saturday
101,14SEP-Saturday-101n-15,14SEP-Saturday,Mariner Park & Ride,1,101-nb-Saturday
101,14SEP-Saturday-101n-2,14SEP-Saturday,Mariner Park & Ride,1,101-nb-Saturday
101,14SEP-Saturday-101n-3,14SEP-Saturday,Mariner Park & Ride,1,101-nb-Saturday
101,14SEP-Saturday-101n-4,14SEP-Saturday,Mariner Park & Ride,1,101-nb-Saturday
101,14SEP-Saturday-101n-5,14SEP-Saturday,Mariner Park & Ride,1,101-nb-Saturday
101,14SEP-Saturday-101n-6,14SEP-Saturday,Mariner Park & Ride,1,101-nb-Saturday
101,14SEP-Saturday-101n-7,14SEP-Saturday,Mariner Park & Ride,1,101-nb-Saturday
101,14SEP-Saturday-101n-8,14SEP-Saturday,Mariner Park & Ride,1,101-nb-Saturday
101,14SEP-Saturday-101n-9,14SEP-Saturday,Mariner Park & Ride,1,101-nb-Saturday
101,14SEP-Saturday-101s-0,14SEP-Saturday,Aurora Village Transit Center,0,101-sb-Saturday
101,14SEP-Saturday-101s-1,14SEP-Saturday,Aurora Village Transit Center,0,101-sb-Saturday
101,14SEP-Saturday-101s-10,14SEP-Saturday,Aurora Village Transit Center,0,101-sb-Saturday
101,14SEP-Saturday-101s-11,14SEP-Saturday,Aurora Village Transit Center,0,101-sb-Saturday
101,14SEP-Saturday-101s-12,14SEP-Saturday,Aurora Village Transit Center,0,101-sb-Saturday
101,14SEP-Saturday-101s-13,14SEP-Saturday,Aurora Village Transit Center,0,101-sb-Saturday
101,14SEP-Saturday-101s-14,14SEP-Saturday,Aurora Village Transit Center,0,101-sb-Saturday
101,14SEP-Saturday-101s-15,14SEP-Saturday,Aurora Village Transit Center,0,101-sb-Saturday
101,14SEP-Saturday-101s-2,14SEP-Saturday,Aurora Village Transit Center,0,101-sb-Saturday
101,14SEP-Saturday-101s-3,14SEP-Saturday,Aurora Village Transit Center,0,101-sb-Saturday
101,14SEP-Saturday-101s-4,14SEP-Saturday,Aurora Village Transit Center,0,101-sb-Saturday
101,14SEP-Saturday-101s-5,14SEP-Saturday,Aurora Village Transit Center,0,101-sb-Saturday
101,14SEP-Saturday-101s-6,14SEP-Saturday,Aurora Village Transit Center,0,101-sb-Saturday
101,14SEP-Saturday-101s-7,14SEP-Saturday,Aurora Village Transit Center,0,101-sb-Saturday
101,14SEP-Saturday-101s-8,14SEP-Saturday,Aurora Village Transit Center,0,101-sb-Saturday
101,14SEP-Saturday-101s-9,14SEP-Saturday,Aurora Village Transit Center,0,101-sb-Saturday
112,14SEP-Saturday-112n-0,14SEP-Saturday,Ash Way Park & Ride,1,112-nb-Saturday
112,14SEP-Saturday-112n-1,14SEP-Saturday,Ash Way Park & Ride,1,112-nb-Saturday
112,14SEP-Saturday-112n-10,14SEP-Saturday,Ash Way Park & Ride,1,112-nb-Saturday
112,14SEP-Saturday-112n-11,14SEP-Saturday,Ash Way Park & Ride,1,112-nb-Saturday
112,14SEP-Saturday-112n-12,14SEP-Saturday,Ash Way Park & Ride,1,112-nb-Saturday
112,14SEP-Saturday-112n-13,14SEP-Saturday,Ash Way Park & Ride,1,112-nb-Saturday
112,14SEP-Saturday-112n-14,14SEP-Saturday,Ash Way Park & Ride,1,112-nb-Saturday
112,14SEP-Saturday-112n-2,14SEP-Saturday,Ash Way Park & Ride,1,112-nb-Saturday
112,14SEP-Saturday-112n-3,14SEP-Saturday,Ash Way Park & Ride,1,112-nb-Saturday
112,14SEP-Saturday-112n-4,14SEP-Saturday,Ash Way Park & Ride,1,112-nb-Saturday
112,14SEP-Saturday-112n-5,14SEP-Saturday,Ash Way Park & Ride,1,112-nb-Saturday
112,14SEP-Saturday-112n-6,14SEP-Saturday,Ash Way Park & Ride,1,112-nb-Saturday
112,14SEP-Saturday-112n-7,14SEP-Saturday,Ash Way Park & Ride,1,112-nb-Saturday
112,14SEP-Saturday-112n-8,14SEP-Saturday,Ash Way Park & Ride,1,112-nb-Saturday
112,14SEP-Saturday-112n-9,14SEP-Saturday,Ash Way Park & Ride,1,112-nb-Saturday
112,14SEP-Saturday-112s-0,14SEP-Saturday,Mountlake Terrace,0,112-sb-Saturday
112,14SEP-Saturday-112s-1,14SEP-Saturday,Mountlake Terrace,0,112-sb-Saturday
112,14SEP-Saturday-112s-10,14SEP-Saturday,Mountlake Terrace,0,112-sb-Saturday
112,14SEP-Saturday-112s-11,14SEP-Saturday,Mountlake Terrace,0,112-sb-Saturday
112,14SEP-Saturday-112s-12,14SEP-Saturday,Mountlake Terrace,0,112-sb-Saturday
112,14SEP-Saturday-112s-13,14SEP-Saturday,Mountlake Terrace,0,112-sb-Saturday
112,14SEP-Saturday-112s-14,14SEP-Saturday,Mountlake Terrace,0,112-sb-Saturday
112,14SEP-Saturday-112s-2,14SEP-Saturday,Mountlake Terrace,0,112-sb-Saturday
112,14SEP-Saturday-112s-3,14SEP-Saturday,Mountlake Terrace,0,112-sb-Saturday
112,14SEP-Saturday-112s-4,14SEP-Saturday,Mountlake Terrace,0,112-sb-Saturday
112,14SEP-Saturday-112s-5,14SEP-Saturday,Mountlake Terrace,0,112-sb-Saturday
112,14SEP-Saturday-112s-6,14SEP-Saturday,Mountlake Terrace,0,112-sb-Saturday
112,14SEP-Saturday-112s-7,14SEP-Saturday,Mountlake Terrace,0,112-sb-Saturday
112,14SEP-Saturday-112s-8,14SEP-Saturday,Mountlake Terrace,0,112-sb-Saturday
112,14SEP-Saturday-112s-9,14SEP-Saturday,Mountlake Terrace,0,112-sb-Saturday
119,14SEP-Saturday-119n-0,14SEP-Saturday,Ash Way Park & Ride,1,119-nb-Saturday
119,14SEP-Saturday-119n-1,14SEP-Saturday,Ash Way Park & Ride,1,119-nb-Saturday
119,14SEP-Saturday-119n-10,14SEP-Saturday,Ash Way Park & Ride,1,119-nb-Saturday
119,14SEP-Saturday-119n-11,14SEP-Saturday,Ash Way Park & Ride,1,119-nb-Saturday
119,14SEP-Saturday-119n-12,14SEP-Saturday,Ash Way Park & Ride,1,119-nb-Saturday
119,14SEP-Saturday-119n-13,14SEP-Saturday,Ash Way Park & Ride,1,119-nb-Saturday
119,14SEP-Saturday-119n-14,14SEP-Saturday,Ash Way Park & Ride,1,119-nb-Saturday
119,14SEP-Saturday-119n-15,14SEP-Saturday,Ash Way Park & Ride,1,119-nb-Saturday
119,14SEP-Saturday-119n-2,14SEP-Saturday,Ash Way Park & Ride,1,119-nb-Saturday
119,14SEP-Saturday-119n-3,14SEP-Saturday,Ash Way Park & Ride,1,119-nb-Saturday
119,14SEP-Saturday-119n-4,14SEP-Saturday,Ash Way Park & Ride,1,119-nb-Saturday
119,14SEP-Saturday-119n-5,14SEP-Saturday,Ash Way Park & Ride,1,119-nb-Saturday
119,14SEP-Saturday-119n-6,14SEP-Saturday,Ash Way Park & Ride,1,119-nb-Saturday
119,14SEP-Saturday-119n-7,14SEP-Saturday,Ash Way Park & Ride,1,119-nb-Saturday
119,14SEP-Saturday-119n-8,14SEP-Saturday,Ash Way Park & Ride,1,119-nb-Saturday
119,14SEP-Saturday-119n-9,14SEP-Saturday,Ash Way Park & Ride,1,119-nb-Saturday
119,14SEP-Saturday-119s-0,14SEP-Saturday,Mountlake Terrace,0,119-sb-Saturday
119,14SEP-Saturday-119s-1,14SEP-Saturday,Mountlake Terrace,0,119-sb-Saturday
119,14SEP-Saturday-119s-10,14SEP-Saturday,Mountlake Terrace,0,119-sb-Saturday
119,14SEP-Saturday-119s-11,14SEP-Saturday,Mountlake Terrace,0,119-sb-Saturday
119,14SEP-Saturday-119s-12,14SEP-Saturday,Mountlake Terrace,0,119-sb-Saturday
119,14SEP-Saturday-119s-13,14SEP-Saturday,Mountlake Terrace,0,119-sb-Saturday
119,14SEP-Saturday-119s-14,14SEP-Saturday,Mountlake Terrace,0,119-sb-Saturday
119,14SEP-Saturday-119s-15,14SEP-Saturday,Mountlake Terrace,0,119-sb-Saturday
