route_id,trip_id,service_id,trip_headsign,direction_id,block_id,shape_id
1,6297898,16MAR-WKD,TCC,0,5000,16MAR-141
1,6297899,16MAR-WKD,SR-7/8thAve,1,5039,16MAR-15343
1,6297900,16MAR-WKD,TCC,0,5039,16MAR-141
1,6297901,16MAR-WKD,SR-7/8thAve,1,5039,16MAR-15343
1,6297902,16MAR-WKD,TCC,0,5039,16MAR-141
1,6297903,16MAR-WKD,SR-7/8thAve,1,5039,16MAR-15343
1,6297904,16MAR-WKD,TCC,0,5039,16MAR-141
1,6297905,16MAR-WKD,SR-7/8thAve,1,5039,16MAR-15343
497,6297906,16MAR-WKD,Auburn Station,0,5001,16MAR-497415
497,6297907,16MAR-WKD,Auburn Station,0,5008,16MAR-497415
497,6297908,16MAR-WKD,Auburn Station,0,5008,16MAR-497415
497,6297909,16MAR-WKD,Auburn Station,0,5001,16MAR-497415
497,6297910,16MAR-WKD,Auburn Station,0,5008,16MAR-497415
1,6297911,16MAR-WKD,SR-7/8thAve,1,5002,16MAR-15343
1,6297912,16MAR-WKD,TCC,0,5002,16MAR-141
1,6297913,16MAR-WKD,SR-7/8thAve,1,5002,16MAR-15343
1,6297914,16MAR-WKD,TCC,0,5002,16MAR-141
1,6297915,16MAR-WKD,SR-7/8thAve,1,5002,16MAR-15343
1,6297916,16MAR-WKD,TCC,0,5002,16MAR-141
1,6297917,16MAR-WKD,SR-7/8thAve,1,5015,16MAR-15343
1,6297918,16MAR-WKD,TCC,0,5002,16MAR-141
400,6297920,16MAR-WKD,10th Departure,0,5003,16MAR-400432
3,6297923,16MAR-WKD,Lakwd Mall,1,5003,16MAR-3596
3,6297924,16MAR-WKD,14th Pac Ave S,0,5003,16MAR-34101
57,6297927,16MAR-WKD,Tacoma Mall,1,5003,16MAR-575108
300,6297928,16MAR-WKD,McChord/Bridgept,1,5003,16MAR-3005376
300,6297929,16MAR-WKD,Tacoma Mall,0,5003,16MAR-3004373
57,6297930,16MAR-WKD,Commerce St Transit Area,0,5003,16MAR-574110
400,6297933,16MAR-WKD,S Hill Mall,1,5003,16MAR-400533
400,6297934,16MAR-WKD,10th Departure,0,5003,16MAR-400432
400,6297937,16MAR-WKD,S Hill Mall,1,5003,16MAR-400533
400,6297938,16MAR-WKD,10th Departure,0,5003,16MAR-400432
400,6297941,16MAR-WKD,S Hill Mall,1,5003,16MAR-400533
400,6297942,16MAR-WKD,10th Departure,0,5003,16MAR-400432
45,6297943,16MAR-WKD,Parkland,1,5003,16MAR-45597
45,6297944,16MAR-WKD,Commerce St Transit Area,0,5003,16MAR-45493
1,6297945,16MAR-WKD,TCC,0,5004,16MAR-141
1,6297946,16MAR-WKD,SR-7/8thAve,1,5068,16MAR-15343
1,6297947,16MAR-WKD,TCC,0,5068,16MAR-141
1,6297948,16MAR-WKD,SR-7/8thAve,1,5068,16MAR-15343
1,6297949,16MAR-WKD,TCC,0,5068,16MAR-141
1,6297950,16MAR-WKD,SR-7/8thAve,1,5068,16MAR-15343
1,6297951,16MAR-WKD,TCC,0,5068,16MAR-141
1,6297952,16MAR-WKD,SR-7/8thAve,1,5068,16MAR-15343
402,6297953,16MAR-WKD,171st/Merid,1,5005,16MAR-4025426
402,6297954,16MAR-WKD,Federal Way,0,5005,16MAR-4024423
402,6297956,16MAR-WKD,171st/Merid,1,5005,16MAR-4025426
402,6297957,16MAR-WKD,Federal Way,0,5005,16MAR-4024423
402,6297959,16MAR-WKD,171st/Merid,1,5005,16MAR-4025426
402,6297960,16MAR-WKD,Federal Way,0,5005,16MAR-4024423
500,6297961,16MAR-WKD,Commerce St Transit Area,1,5117,16MAR-5005153
501,6297962,16MAR-WKD,Federal Way,0,5129,16MAR-5014208
501,6297964,16MAR-WKD,Commerce St Transit Area,1,5129,16MAR-5015211
102,6297966,16MAR-WKD,Div/MLKWy,1,5006,16MAR-102579
102,6297967,16MAR-WKD,Div/MLKWy,1,5006,16MAR-102579
1,6297969,16MAR-WKD,SR-7/8thAve,1,5007,16MAR-15343
1,6297970,16MAR-WKD,TCC,0,5070,16MAR-141
1,6297971,16MAR-WKD,SR-7/8thAve,1,5070,16MAR-15343
1,6297972,16MAR-WKD,TCC,0,5070,16MAR-141
1,6297973,16MAR-WKD,SR-7/8thAve,1,5070,16MAR-15343
1,6297974,16MAR-WKD,TCC,0,5070,16MAR-141
1,6297975,16MAR-WKD,SR-7/8thAve,1,5070,16MAR-15343
41,6297976,16MAR-WKD,72nd St,1,5009,16MAR-415119
41,6297977,16MAR-WKD,Commerce St Transit Area,0,5009,16MAR-414116
41,6297980,16MAR-WKD,72nd St,1,5009,16MAR-415119
41,6297981,16MAR-WKD,Commerce St Transit Area,0,5009,16MAR-414116
11,6297982,16MAR-WKD,Point Defiance Ferry Terminal,0,5009,16MAR-114164
11,6297983,16MAR-WKD,Commerce St Transit Area,1,5009,16MAR-115155
41,6297985,16MAR-WKD,Commerce St Transit Area,0,5010,16MAR-414116
41,6297988,16MAR-WKD,72nd St,1,5010,16MAR-415119
41,6297989,16MAR-WKD,Commerce St Transit Area,0,5010,16MAR-414116
41,6297992,16MAR-WKD,72nd St,1,5010,16MAR-415119
41,6297993,16MAR-WKD,Commerce St Transit Area,0,5010,16MAR-414116
11,6297994,16MAR-WKD,Point Defiance Ferry Terminal,0,5010,16MAR-114164
11,6297995,16MAR-WKD,Commerce St Transit Area,1,5010,16MAR-115155
57,6297998,16MAR-WKD,Tacoma Mall,1,5010,16MAR-575108
300,6297999,16MAR-WKD,McChord/Bridgept,1,5010,16MAR-3005376
300,6298000,16MAR-WKD,Tacoma Mall,0,5010,16MAR-3004373
57,6298001,16MAR-WKD,Commerce St Transit Area,0,5010,16MAR-574110
57,6298004,16MAR-WKD,Tacoma Mall,1,5010,16MAR-575108
300,6298005,16MAR-WKD,McChord Commissary Depatrure,1,5010,16MAR-3005375
300,6298006,16MAR-WKD,Tacoma Mall,0,5010,16MAR-3004372
57,6298007,16MAR-WKD,Commerce St Transit Area,0,5010,16MAR-574110
41,6298008,16MAR-WKD,72nd St,1,5010,16MAR-415119
41,6298009,16MAR-WKD,Commerce St Transit Area,0,5010,16MAR-414116
3,6298011,16MAR-WKD,Lakwd Mall,1,5012,16MAR-3596
3,6298012,16MAR-WKD,14th Pac Ave S,0,5012,16MAR-34101
2,6298015,16MAR-WKD,Lakwd Mall,1,5012,16MAR-253
2,6298016,16MAR-WKD,Commerce St Transit Area,0,5012,16MAR-246
2,6298019,16MAR-WKD,Lakwd Mall,1,5012,16MAR-253
2,6298020,16MAR-WKD,Commerce St Transit Area,0,5012,16MAR-246
2,6298023,16MAR-WKD,Lakwd Mall,1,5012,16MAR-253
2,6298024,16MAR-WKD,Commerce St Transit Area,0,5012,16MAR-246
2,6298027,16MAR-WKD,Lakwd Mall,1,5012,16MAR-253
2,6298028,16MAR-WKD,Commerce St Transit Area,0,5012,16MAR-246
42,6298029,16MAR-WKD,72nd St,1,5012,16MAR-42598
42,6298030,16MAR-WKD,Commerce St Transit Area,0,5012,16MAR-42495
400,6298033,16MAR-WKD,S Hill Mall,1,5012,16MAR-400533
212,6298036,16MAR-WKD,Lakwd Mall,0,5013,16MAR-2128162
214,6298037,16MAR-WKD,Pierce College - Lakewood,1,5013,16MAR-2149161
214,6298038,16MAR-WKD,Lakwd Mall,0,5013,16MAR-2148162
214,6298039,16MAR-WKD,Pierce College - Lakewood,1,5013,16MAR-2149161
212,6298040,16MAR-WKD,Lakwd Mall,0,5101,16MAR-2128162
212,6298041,16MAR-WKD,Pierce College - Lakewood,1,5101,16MAR-2129161
214,6298042,16MAR-WKD,Lakwd Mall,0,5101,16MAR-2148162
214,6298043,16MAR-WKD,Pierce College - Lakewood,1,5101,16MAR-2149161
214,6298044,16MAR-WKD,Lakwd Mall,0,5101,16MAR-2148162
214,6298045,16MAR-WKD,Pierce College - Lakewood,1,5101,16MAR-2149161
212,6298046,16MAR-WKD,Lakwd Mall,0,5101,16MAR-21281
212,6298047,16MAR-WKD,Commcl/Union,1,5101,16MAR-2129160
214,6298048,16MAR-WKD,Lakwd Mall,0,5013,16MAR-2148162
214,6298049,16MAR-WKD,Pierce College - Lakewood,1,5013,16MAR-2149161
212,6298050,16MAR-WKD,Lakwd Mall,0,5013,16MAR-21281
212,6298051,16MAR-WKD,Commcl/Union,1,5013,16MAR-2129160
212,6298052,16MAR-WKD,Lakwd Mall,0,5013,16MAR-2128162
212,6298053,16MAR-WKD,Pierce College - Lakewood,1,5013,16MAR-2129161
212,6298054,16MAR-WKD,Lakwd Mall,0,5013,16MAR-21281
212,6298055,16MAR-WKD,Commcl/Union,1,5013,16MAR-2129160
212,6298056,16MAR-WKD,Lakwd Mall,0,5013,16MAR-2128162
212,6298057,16MAR-WKD,Pierce College - Lakewood,1,5013,16MAR-2129161
212,6298058,16MAR-WKD,Lakwd Mall,0,5013,16MAR-21281
1,6298060,16MAR-WKD,Pacific and 121st,1,5016,16MAR-15344
1,6298061,16MAR-WKD,TCC,0,5016,16MAR-142
1,6298062,16MAR-WKD,SR-7/8thAve,1,5016,16MAR-15343
1,6298063,16MAR-WKD,TCC,0,5016,16MAR-141
1,6298064,16MAR-WKD,SR-7/8thAve,1,5016,16MAR-15343
1,6298065,16MAR-WKD,TCC,0,5016,16MAR-141
1,6298066,16MAR-WKD,SR-7/8thAve,1,5016,16MAR-15343
1,6298067,16MAR-WKD,TCC,0,5016,16MAR-141
1,6298068,16MAR-WKD,SR-7/8thAve,1,5016,16MAR-15343
1,6298069,16MAR-WKD,TCC,0,5015,16MAR-141
1,6298070,16MAR-WKD,SR-7/8thAve,1,5015,16MAR-15343
1,6298071,16MAR-WKD,TCC,0,5015,16MAR-141
1,6298072,16MAR-WKD,SR-7/8thAve,1,5015,16MAR-15343
1,6298073,16MAR-WKD,TCC,0,5015,16MAR-141
1,6298074,16MAR-WKD,SR-7/8thAve,1,5113,16MAR-15343
1,6298075,16MAR-WKD,TCC,0,5113,16MAR-141
1,6298076,16MAR-WKD,SR-7/8thAve,1,5113,16MAR-15343
1,6298077,16MAR-WKD,TCC,0,5113,16MAR-141
1,6298078,16MAR-WKD,SR-7/8thAve,1,5113,16MAR-15343
48,6298080,16MAR-WKD,Lakwd Mall,1,5018,16MAR-485167
48,6298081,16MAR-WKD,10th Departure,0,5018,16MAR-484159
16,6298082,16MAR-WKD,TCC,1,5018,16MAR-169152
16,6298083,16MAR-WKD,Commerce St Transit Area,0,5018,16MAR-168151
48,6298084,16MAR-WKD,Lakwd Mall,1,5018,16MAR-485167
48,6298085,16MAR-WKD,10th Departure,0,5018,16MAR-484159
16,6298086,16MAR-WKD,TCC,1,5018,16MAR-169152
16,6298087,16MAR-WKD,Commerce St Transit Area,0,5018,16MAR-168151
48,6298088,16MAR-WKD,Lakwd Mall,1,5018,16MAR-485167
48,6298089,16MAR-WKD,10th Departure,0,5018,16MAR-484159
16,6298090,16MAR-WKD,TCC,1,5018,16MAR-169152
16,6298091,16MAR-WKD,Commerce St Transit Area,0,5018,16MAR-168151
48,6298092,16MAR-WKD,Lakwd Mall,1,5018,16MAR-485167
48,6298093,16MAR-WKD,10th Departure,0,5018,16MAR-484159
16,6298094,16MAR-WKD,TCC,1,5018,16MAR-169152
16,6298095,16MAR-WKD,Commerce St Transit Area,0,5018,16MAR-168151
48,6298096,16MAR-WKD,Lakwd Mall,1,5018,16MAR-485167
48,6298097,16MAR-WKD,10th Departure,0,5018,16MAR-484159
16,6298098,16MAR-WKD,TCC,1,5018,16MAR-169152
16,6298099,16MAR-WKD,Commerce St Transit Area,0,5018,16MAR-168151
48,6298100,16MAR-WKD,Lakwd Mall,1,5018,16MAR-485167
48,6298101,16MAR-WKD,96th/STacWy,0,5018,16MAR-484154
400,6298103,16MAR-WKD,10th Departure,0,5019,16MAR-400432
57,6298106,16MAR-WKD,Tacoma Mall,1,5019,16MAR-575108
300,6298107,16MAR-WKD,McChord Commissary Depatrure,1,5019,16MAR-3005375
300,6298108,16MAR-WKD,Tacoma Mall,0,5019,16MAR-3004372
57,6298109,16MAR-WKD,Commerce St Transit Area,0,5019,16MAR-574110
53,6298110,16MAR-WKD,TCC,1,5019,16MAR-539344
53,6298111,16MAR-WKD,11th Pac.ave,0,5019,16MAR-538362
3,6298114,16MAR-WKD,Lakwd Mall,1,5019,16MAR-3596
3,6298115,16MAR-WKD,14th Pac Ave S,0,5019,16MAR-34101
3,6298118,16MAR-WKD,Lakwd Mall,1,5019,16MAR-3596
3,6298119,16MAR-WKD,14th Pac Ave S,0,5019,16MAR-34101
48,6298121,16MAR-WKD,10th Departure,0,5020,16MAR-484159
16,6298122,16MAR-WKD,TCC,1,5020,16MAR-169152
16,6298123,16MAR-WKD,Commerce St Transit Area,0,5020,16MAR-168151
48,6298124,16MAR-WKD,Lakwd Mall,1,5020,16MAR-485167
48,6298125,16MAR-WKD,10th Departure,0,5020,16MAR-484159
16,6298126,16MAR-WKD,TCC,1,5020,16MAR-169152
16,6298127,16MAR-WKD,Commerce St Transit Area,0,5020,16MAR-168151
48,6298128,16MAR-WKD,Lakwd Mall,1,5020,16MAR-485167
48,6298129,16MAR-WKD,10th Departure,0,5020,16MAR-484159
16,6298130,16MAR-WKD,TCC,1,5020,16MAR-169152
16,6298131,16MAR-WKD,Commerce St Transit Area,0,5020,16MAR-168151
48,6298132,16MAR-WKD,Lakwd Mall,1,5020,16MAR-485167
48,6298133,16MAR-WKD,10th Departure,0,5020,16MAR-484159
57,6298136,16MAR-WKD,Tacoma Mall,1,5020,16MAR-575108
300,6298137,16MAR-WKD,McChord Commissary Depatrure,1,5020,16MAR-3005375
300,6298138,16MAR-WKD,Tacoma Mall,0,5020,16MAR-3004372
57,6298139,16MAR-WKD,Commerce St Transit Area,0,5020,16MAR-574110
500,6298142,16MAR-WKD,Federal Way,0,5020,16MAR-5004150
500,6298144,16MAR-WKD,Commerce St Transit Area,1,5020,16MAR-5005153
500,6298145,16MAR-WKD,Federal Way,0,5020,16MAR-5004150
500,6298148,16MAR-WKD,Commerce St Transit Area,1,5020,16MAR-5005166
206,6298151,16MAR-WKD,Lakwd Mall,0,5021,16MAR-2064183
206,6298152,16MAR-WKD,Madigan Army Hospital,1,5021,16MAR-2065185
206,6298153,16MAR-WKD,Lakwd Mall,0,5021,16MAR-2064183
206,6298154,16MAR-WKD,Madigan Army Hospital,1,5021,16MAR-2065185
206,6298155,16MAR-WKD,Lakwd Mall,0,5021,16MAR-2064183
206,6298156,16MAR-WKD,Madigan Army Hospital,1,5021,16MAR-2065185
206,6298157,16MAR-WKD,Lakwd Mall,0,5021,16MAR-2064183
206,6298158,16MAR-WKD,Madigan Army Hospital,1,5021,16MAR-2065185
206,6298159,16MAR-WKD,Lakwd Mall,0,5021,16MAR-2064183
206,6298160,16MAR-WKD,Madigan Army Hospital,1,5021,16MAR-2065185
206,6298161,16MAR-WKD,Lakwd Mall,0,5021,16MAR-2064183
206,6298162,16MAR-WKD,Madigan Army Hospital,1,5021,16MAR-2065185
206,6298163,16MAR-WKD,Lakwd Mall,0,5021,16MAR-2064183
206,6298164,16MAR-WKD,Madigan Army Hospital,1,5021,16MAR-2065185
206,6298165,16MAR-WKD,Lakwd Mall,0,5021,16MAR-2064183
206,6298166,16MAR-WKD,Madigan Army Hospital,1,5021,16MAR-2065185
206,6298167,16MAR-WKD,Lakwd Mall,0,5021,16MAR-2064183
206,6298168,16MAR-WKD,Berk/Union,1,5021,16MAR-2065186
402,6298171,16MAR-WKD,Federal Way,0,5022,16MAR-4024423
402,6298173,16MAR-WKD,171st/Merid,1,5022,16MAR-4025426
402,6298174,16MAR-WKD,Federal Way,0,5022,16MAR-4024423
402,6298176,16MAR-WKD,171st/Merid,1,5022,16MAR-4025426
402,6298177,16MAR-WKD,Federal Way,0,5022,16MAR-4024423
500,6298178,16MAR-WKD,Commerce St Transit Area,1,5022,16MAR-5005153
501,6298181,16MAR-WKD,Federal Way,0,5022,16MAR-5014207
501,6298183,16MAR-WKD,Commerce St Transit Area,1,5022,16MAR-5015211
2,6298186,16MAR-WKD,Lakwd Mall,1,5022,16MAR-253
2,6298187,16MAR-WKD,Commerce St Transit Area,0,5022,16MAR-246
57,6298190,16MAR-WKD,Tacoma Mall,1,5022,16MAR-575108
300,6298191,16MAR-WKD,STacWy/96th St,1,5022,16MAR-3005377
1,6298193,16MAR-WKD,SR-7/8thAve,1,5023,16MAR-15343
1,6298194,16MAR-WKD,TCC,0,5023,16MAR-141
1,6298195,16MAR-WKD,TCC,0,5026,16MAR-141
1,6298196,16MAR-WKD,SR-7/8thAve,1,5026,16MAR-15343
500,6298197,16MAR-WKD,Commerce St Transit Area,1,5017,16MAR-5005166
500,6298198,16MAR-WKD,Federal Way,0,5017,16MAR-5004150
500,6298200,16MAR-WKD,Commerce St Transit Area,1,5017,16MAR-5005153
501,6298203,16MAR-WKD,Federal Way,0,5017,16MAR-5014208
501,6298205,16MAR-WKD,Commerce St Transit Area,1,5017,16MAR-5015210
500,6298208,16MAR-WKD,Federal Way,0,5017,16MAR-5004150
402,6298211,16MAR-WKD,171st/Merid,1,5017,16MAR-4025426
16,6298213,16MAR-WKD,Commerce St Transit Area,0,5025,16MAR-168151
48,6298214,16MAR-WKD,Lakwd Mall,1,5025,16MAR-485167
48,6298215,16MAR-WKD,10th Departure,0,5025,16MAR-484159
16,6298216,16MAR-WKD,TCC,1,5025,16MAR-169152
16,6298217,16MAR-WKD,Commerce St Transit Area,0,5025,16MAR-168151
48,6298218,16MAR-WKD,Lakwd Mall,1,5025,16MAR-485167
48,6298219,16MAR-WKD,10th Departure,0,5025,16MAR-484159
16,6298220,16MAR-WKD,TCC,1,5025,16MAR-169152
16,6298221,16MAR-WKD,Commerce St Transit Area,0,5025,16MAR-168151
48,6298222,16MAR-WKD,Lakwd Mall,1,5025,16MAR-485167
48,6298223,16MAR-WKD,10th Departure,0,5025,16MAR-484159
16,6298224,16MAR-WKD,TCC,1,5025,16MAR-169152
16,6298225,16MAR-WKD,Commerce St Transit Area,0,5025,16MAR-168151
48,6298226,16MAR-WKD,Lakwd Mall,1,5025,16MAR-485167
48,6298227,16MAR-WKD,10th Departure,0,5025,16MAR-484159
16,6298228,16MAR-WKD,TCC,1,5025,16MAR-169152
16,6298229,16MAR-WKD,Commerce St Transit Area,0,5025,16MAR-168151
48,6298230,16MAR-WKD,Lakwd Mall,1,5025,16MAR-485167
48,6298231,16MAR-WKD,10th Departure,0,5025,16MAR-484159
16,6298232,16MAR-WKD,TCC,1,5025,16MAR-169152
2,6298235,16MAR-WKD,Lakwd Mall,1,5024,16MAR-25132
2,6298236,16MAR-WKD,Commerce St Transit Area,0,5024,16MAR-246
400,6298237,16MAR-WKD,S Hill Mall,1,5024,16MAR-400533
400,6298238,16MAR-WKD,10th Departure,0,5024,16MAR-400432
400,6298241,16MAR-WKD,S Hill Mall,1,5024,16MAR-400533
400,6298242,16MAR-WKD,10th Departure,0,5024,16MAR-400432
57,6298243,16MAR-WKD,Tacoma Mall,1,5024,16MAR-575108
300,6298244,16MAR-WKD,McChord/Bridgept,1,5024,16MAR-3005376
300,6298245,16MAR-WKD,Tacoma Mall,0,5024,16MAR-3004373
57,6298246,16MAR-WKD,Commerce St Transit Area,0,5024,16MAR-574110
42,6298249,16MAR-WKD,72nd St,1,5024,16MAR-42598
42,6298250,16MAR-WKD,Commerce St Transit Area,0,5024,16MAR-42495
2,6298251,16MAR-WKD,Lakwd Mall,1,5055,16MAR-253
2,6298252,16MAR-WKD,Commerce St Transit Area,0,5055,16MAR-246
3,6298255,16MAR-WKD,Lakwd Mall,1,5055,16MAR-3596
3,6298256,16MAR-WKD,Tacoma Mall,0,5055,16MAR-3492
3,6298258,16MAR-WKD,Lakwd Mall,1,5055,16MAR-3589
3,6298259,16MAR-WKD,Tacoma Mall,0,5055,16MAR-3492
3,6298261,16MAR-WKD,Lakwd Mall,1,5055,16MAR-3589
206,6298262,16MAR-WKD,Berk/Union,1,5055,16MAR-2065186
13,6298264,16MAR-WKD,Tacoma Dome Station,0,5027,16MAR-138106
14,6298266,16MAR-WKD,Proctor/24th,1,5027,16MAR-14912
13,6298267,16MAR-WKD,Tacoma Dome Station,0,5027,16MAR-138106
14,6298268,16MAR-WKD,Proctor/24th,1,5027,16MAR-14912
13,6298269,16MAR-WKD,Tacoma Dome Station,0,5027,16MAR-138106
14,6298270,16MAR-WKD,Proctor/24th,1,5027,16MAR-14912
13,6298271,16MAR-WKD,Tacoma Dome Station,0,5027,16MAR-138106
14,6298272,16MAR-WKD,Proctor/24th,1,5027,16MAR-14912
13,6298273,16MAR-WKD,Tacoma Dome Station,0,5027,16MAR-138106
14,6298274,16MAR-WKD,Proctor/24th,1,5027,16MAR-14912
13,6298275,16MAR-WKD,Tacoma Dome Station,0,5027,16MAR-138106
14,6298276,16MAR-WKD,Proctor/24th,1,5027,16MAR-14912
13,6298277,16MAR-WKD,Tacoma Dome Station,0,5027,16MAR-138106
14,6298278,16MAR-WKD,Proctor/24th,1,5027,16MAR-14912
13,6298279,16MAR-WKD,Tacoma Dome Station,0,5027,16MAR-138106
14,6298280,16MAR-WKD,Proctor/24th,1,5027,16MAR-14912
13,6298281,16MAR-WKD,Tacoma Dome Station,0,5027,16MAR-138106
14,6298282,16MAR-WKD,Proctor/24th,1,5027,16MAR-14912
13,6298283,16MAR-WKD,Tacoma Dome Station,0,5027,16MAR-138106
14,6298284,16MAR-WKD,Proctor/24th,1,5027,16MAR-14912
13,6298285,16MAR-WKD,Tacoma Dome Station,0,5027,16MAR-138106
14,6298286,16MAR-WKD,Proctor/24th,1,5027,16MAR-14912
13,6298287,16MAR-WKD,Tacoma Dome Station,0,5027,16MAR-138106
14,6298288,16MAR-WKD,Proctor/24th,1,5027,16MAR-14912
497,6298290,16MAR-WKD,Auburn Station,0,5001,16MAR-497415
497,6298291,16MAR-WKD,Auburn Station,0,5008,16MAR-497415
1,6298292,16MAR-WKD,TCC,0,5028,16MAR-142
1,6298293,16MAR-WKD,SR-7/8thAve,1,5028,16MAR-15343
1,6298294,16MAR-WKD,TCC,0,5028,16MAR-141
1,6298295,16MAR-WKD,SR-7/8thAve,1,5028,16MAR-15343
1,6298296,16MAR-WKD,TCC,0,5028,16MAR-141
1,6298297,16MAR-WKD,SR-7/8thAve,1,5028,16MAR-15343
1,6298298,16MAR-WKD,TCC,0,5028,16MAR-141
51,6298299,16MAR-WKD,Lakewood Station,1,5029,16MAR-51590
51,6298300,16MAR-WKD,N26th/Proctor,0,5029,16MAR-51492
51,6298301,16MAR-WKD,Lakewood Station,1,5029,16MAR-51590
51,6298302,16MAR-WKD,N26th/Proctor,0,5029,16MAR-51492
51,6298303,16MAR-WKD,Lakewood Station,1,5029,16MAR-51590
51,6298304,16MAR-WKD,N26th/Proctor,0,5029,16MAR-51492
51,6298305,16MAR-WKD,Lakewood Station,1,5029,16MAR-51590
51,6298306,16MAR-WKD,N26th/Proctor,0,5029,16MAR-51492
51,6298307,16MAR-WKD,Lakewood Station,1,5029,16MAR-51590
51,6298308,16MAR-WKD,N26th/Proctor,0,5029,16MAR-51492
51,6298309,16MAR-WKD,Lakewood Station,1,5029,16MAR-51590
51,6298310,16MAR-WKD,N26th/Proctor,0,5029,16MAR-51492
51,6298311,16MAR-WKD,Lakewood Station,1,5029,16MAR-51590
51,6298312,16MAR-WKD,N26th/Proctor,0,5029,16MAR-51492
45,6298315,16MAR-WKD,Commerce St Transit Area,0,5031,16MAR-45493
2,6298318,16MAR-WKD,Lakwd Mall,1,5031,16MAR-253
2,6298319,16MAR-WKD,Commerce St Transit Area,0,5031,16MAR-246
400,6298320,16MAR-WKD,10th Departure,0,5034,16MAR-400432
11,6298322,16MAR-WKD,Point Defiance Ferry Terminal,0,5034,16MAR-114164
11,6298323,16MAR-WKD,Commerce St Transit Area,1,5034,16MAR-115155
41,6298324,16MAR-WKD,72nd St,1,5034,16MAR-415119
41,6298325,16MAR-WKD,Commerce St Transit Area,0,5034,16MAR-414116
41,6298328,16MAR-WKD,72nd St,1,5034,16MAR-415119
41,6298329,16MAR-WKD,Commerce St Transit Area,0,5034,16MAR-414116
11,6298330,16MAR-WKD,Point Defiance Ferry Terminal,0,5034,16MAR-114164
11,6298331,16MAR-WKD,Commerce St Transit Area,1,5034,16MAR-115155
41,6298334,16MAR-WKD,72nd St,1,5034,16MAR-415119
41,6298335,16MAR-WKD,Commerce St Transit Area,0,5034,16MAR-414116
11,6298336,16MAR-WKD,Point Defiance Ferry Terminal,0,5034,16MAR-114164
11,6298337,16MAR-WKD,Commerce St Transit Area,1,5034,16MAR-115155
41,6298338,16MAR-WKD,72nd St,1,5034,16MAR-415119
41,6298339,16MAR-WKD,Commerce St Transit Area,0,5034,16MAR-414116
2,6298342,16MAR-WKD,Lakwd Mall,1,5034,16MAR-253
2,6298343,16MAR-WKD,Commerce St Transit Area,0,5034,16MAR-246
400,6298344,16MAR-WKD,S Hill Mall,1,5034,16MAR-400533
400,6298345,16MAR-WKD,10th Departure,0,5034,16MAR-400432
3,6298346,16MAR-WKD,Lakwd Mall,1,5084,16MAR-3596
3,6298349,16MAR-WKD,14th Pac Ave S,0,5036,16MAR-34101
48,6298352,16MAR-WKD,Lakwd Mall,1,5036,16MAR-485167
48,6298353,16MAR-WKD,10th Departure,0,5036,16MAR-484159
57,6298356,16MAR-WKD,Tacoma Mall,1,5036,16MAR-575108
300,6298357,16MAR-WKD,McChord/Bridgept,1,5036,16MAR-3005376
300,6298358,16MAR-WKD,Tacoma Mall,0,5036,16MAR-3004373
57,6298359,16MAR-WKD,Commerce St Transit Area,0,5036,16MAR-574110
42,6298362,16MAR-WKD,72nd St,1,5036,16MAR-42598
42,6298363,16MAR-WKD,Commerce St Transit Area,0,5036,16MAR-42495
57,6298366,16MAR-WKD,Tacoma Mall,1,5036,16MAR-575108
300,6298367,16MAR-WKD,McChord/Bridgept,1,5036,16MAR-3005376
300,6298368,16MAR-WKD,Tacoma Mall,0,5036,16MAR-3004373
57,6298369,16MAR-WKD,Commerce St Transit Area,0,5036,16MAR-574110
2,6298372,16MAR-WKD,Lakwd Mall,1,5036,16MAR-253
2,6298373,16MAR-WKD,Commerce St Transit Area,0,5036,16MAR-246
41,6298376,16MAR-WKD,72nd St,1,5036,16MAR-415119
41,6298377,16MAR-WKD,Commerce St Transit Area,0,5036,16MAR-414116
2,6298380,16MAR-WKD,Commerce St Transit Area,0,5037,16MAR-246
2,6298383,16MAR-WKD,Lakwd Mall,1,5037,16MAR-253
2,6298384,16MAR-WKD,Commerce St Transit Area,0,5037,16MAR-246
3,6298387,16MAR-WKD,Lakwd Mall,1,5037,16MAR-3596
3,6298388,16MAR-WKD,14th Pac Ave S,0,5037,16MAR-34101
3,6298391,16MAR-WKD,Lakwd Mall,1,5037,16MAR-3596
3,6298392,16MAR-WKD,14th Pac Ave S,0,5037,16MAR-34101
3,6298395,16MAR-WKD,Lakwd Mall,1,5037,16MAR-3596
3,6298396,16MAR-WKD,14th Pac Ave S,0,5037,16MAR-34101
400,6298399,16MAR-WKD,S Hill Mall,1,5037,16MAR-400533
102,6298400,16MAR-WKD,Div/MLKWy,1,5033,16MAR-102579
102,6298402,16MAR-WKD,Div/MLKWy,1,5033,16MAR-102579
501,6298404,16MAR-WKD,Federal Way,0,5035,16MAR-5014208
501,6298406,16MAR-WKD,Commerce St Transit Area,1,5035,16MAR-5015211
500,6298409,16MAR-WKD,Federal Way,0,5035,16MAR-5004150
500,6298411,16MAR-WKD,Commerce St Transit Area,1,5035,16MAR-5005153
501,6298414,16MAR-WKD,Federal Way,0,5035,16MAR-5014207
501,6298416,16MAR-WKD,Commerce St Transit Area,1,5035,16MAR-5015210
500,6298419,16MAR-WKD,Federal Way,0,5035,16MAR-5004150
