route_id,trip_id,service_id,trip_headsign,block_id,shape_id
5,1697,1,Inbound,6001,23
5,1698,1,Inbound,6002,23
5,1699,1,Inbound,6001,23
2,17,1,Outbound,6602,33
11,170,1,Inbound,9404,3
5,1700,1,Inbound,6002,23
5,1701,1,Inbound,6001,23
5,1702,1,Inbound,6002,23
5,1703,1,Inbound,6001,23
5,1704,1,Inbound,6002,23
5,1705,1,Inbound,6001,23
5,1706,1,Inbound,6022,23
5,1707,1,Inbound,6021,23
5,1708,1,Inbound,6022,23
5,1709,1,Inbound,6021,23
11,171,1,Inbound,9403,3
9,1710,1,Outbound,1201,18
9,1711,1,Outbound,1202,18
9,1712,1,Outbound,1201,18
9,1713,1,Outbound,1202,18
9,1714,1,Outbound,1201,18
9,1715,1,Outbound,1202,18
9,1716,1,Outbound,1201,18
9,1717,1,Outbound,1202,18
9,1718,1,Outbound,1201,18
9,1719,1,Outbound,1202,18
11,172,1,Inbound,9401,3
9,1720,1,Outbound,1201,18
9,1721,1,Outbound,1202,18
9,1722,1,Outbound,1201,18
9,1723,1,Outbound,1212,18
9,1724,1,Outbound,1211,18
9,1725,1,Outbound,1221,18
9,1726,1,Outbound,1222,18
9,1727,1,Inbound,1202,69
9,1728,1,Inbound,1201,69
9,1729,1,Inbound,1202,69
11,173,1,Inbound,9403,3
9,1730,1,Inbound,1201,69
9,1731,1,Inbound,1202,69
9,1732,1,Inbound,1201,69
9,1733,1,Inbound,1202,69
9,1734,1,Inbound,1201,69
9,1735,1,Inbound,1202,69
9,1736,1,Inbound,1201,69
9,1737,1,Inbound,1202,69
9,1738,1,Inbound,1201,69
9,1739,1,Inbound,1202,69
11,174,1,Inbound,9402,3
9,1740,1,Inbound,1201,69
9,1741,1,Inbound,1212,69
9,1742,1,Inbound,1211,69
9,1743,1,Inbound,1222,69
9,1744,1,Inbound,1221,69
9,1745,1,Inbound,1222,69
9,1746,2,Outbound,1202,18
9,1747,2,Outbound,1201,18
9,1748,2,Outbound,1202,18
9,1749,2,Outbound,1201,18
11,175,1,Inbound,9405,3
9,1750,2,Outbound,1202,18
9,1751,2,Outbound,1201,18
9,1752,2,Outbound,1202,18
9,1753,2,Outbound,1201,18
9,1754,2,Outbound,1202,18
9,1755,2,Outbound,1201,18
9,1756,2,Outbound,1202,18
9,1757,2,Inbound,1201,17
